listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
349676,2023-05-01,t,$89.00,$89.00,31,1125
349676,2023-05-02,t,$89.00,$89.00,31,1125
349676,2023-05-03,t,$89.00,$89.00,31,1125
349676,2023-05-04,t,$89.00,$89.00,31,1125
349676,2023-05-05,t,$89.00,$89.00,31,1125
349676,2023-05-06,t,$89.00,$89.00,31,1125
349676,2023-05-07,t,$89.00,$89.00,31,1125
349676,2023-05-08,t,$89.00,$89.00,31,1125
349676,2023-05-09,t,$89.00,$89.00,31,1125
349676,2023-05-10,t,$89.00,$89.00,31,1125
349676,2023-05-11,t,$89.00,$89.00,31,1125
349676,2023-05-12,t,$89.00,$89.00,31,1125
349676,2023-05-13,t,$89.00,$89.00,31,1125
349676,2023-05-14,t,$89.00,$89.00,31,1125
349676,2023-05-15,t,$89.00,$89.00,31,1125
349676,2023-05-16,t,$89.00,$89.00,31,1125
349676,2023-05-17,t,$89.00,$89.00,31,1125
349676,2023-05-18,t,$89.00,$89.00,31,1125
349676,2023-05-19,t,$89.00,$89.00,31,1125
349676,2023-05-20,t,$89.00,$89.00,31,1125
349676,2023-05-21,t,$89.00,$89.00,31,1125
349676,2023-05-22,t,$89.00,$89.00,31,1125
349676,2023-05-23,t,$89.00,$89.00,31,1125
349676,2023-05-24,t,$89.00,$89.00,31,1125
349676,2023-05-25,t,$89.00,$89.00,31,1125
349676,2023-05-26,t,$89.00,$89.00,31,1125
349676,2023-05-27,t,$89.00,$89.00,31,1125
349676,2023-05-28,t,$89.00,$89.00,31,1125
349676,2023-05-29,t,$89.00,$89.00,31,1125
349676,2023-05-30,t,$89.00,$89.00,31,1125
349676,2023-05-31,t,$89.00,$89.00,31,1125
349676,2023-06-01,t,$89.00,$89.00,31,1125
349676,2023-06-02,t,$89.00,$89.00,31,1125
349676,2023-06-03,t,$89.00,$89.00,31,1125
349676,2023-06-04,t,$89.00,$89.00,31,1125
349676,2023-06-05,t,$89.00,$89.00,31,1125
349676,2023-06-06,t,$89.00,$89.00,31,1125
358058,2022-06-07,f,$28.00,$28.00,1,200
358058,2022-06-08,f,$28.00,$28.00,1,200
358058,2022-06-09,f,$28.00,$28.00,1,200
358058,2022-06-10,f,$28.00,$28.00,1,200
358058,2022-06-11,f,$28.00,$28.00,1,200
358058,2022-06-12,f,$28.00,$28.00,1,200
358058,2022-06-13,f,$28.00,$28.00,1,200
358058,2022-06-14,f,$28.00,$28.00,1,200
358058,2022-06-15,f,$28.00,$28.00,1,200
358058,2022-06-16,f,$28.00,$28.00,1,200
358058,2022-06-17,f,$28.00,$28.00,1,200
358058,2022-06-18,f,$28.00,$28.00,1,200
358058,2022-06-19,f,$28.00,$28.00,1,200
358058,2022-06-20,f,$28.00,$28.00,1,200
358058,2022-06-21,f,$28.00,$28.00,1,200
358058,2022-06-22,f,$28.00,$28.00,1,200
358058,2022-06-23,f,$28.00,$28.00,1,200
358058,2022-06-24,f,$28.00,$28.00,1,200
358058,2022-06-25,f,$28.00,$28.00,1,200
358058,2022-06-26,f,$28.00,$28.00,1,200
358058,2022-06-27,f,$28.00,$28.00,1,200
358058,2022-06-28,f,$28.00,$28.00,1,200
358058,2022-06-29,f,$28.00,$28.00,1,200
358058,2022-06-30,f,$28.00,$28.00,1,200
358058,2022-07-01,f,$28.00,$28.00,1,200
358058,2022-07-02,f,$28.00,$28.00,1,200
358058,2022-07-03,f,$28.00,$28.00,1,200
358058,2022-07-04,t,$28.00,$28.00,1,200
358058,2022-07-05,t,$28.00,$28.00,1,200
358058,2022-07-06,t,$28.00,$28.00,1,200
358058,2022-07-07,t,$28.00,$28.00,1,200
358058,2022-07-08,t,$28.00,$28.00,1,200
358058,2022-07-09,f,$28.00,$28.00,1,200
358058,2022-07-10,f,$28.00,$28.00,1,200
358058,2022-07-11,f,$28.00,$28.00,1,200
358058,2022-07-12,f,$28.00,$28.00,1,200
358058,2022-07-13,f,$28.00,$28.00,1,200
