id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37593550,The Perfect Prater Residence | By Radiant,238860340,Alexander,,Leopoldstadt,48.21841,16.40466,Entire home/apt,83,1,38,2022-04-24,1.12,7,158,20,
37607616,Studio Apartment Vienna,165588605,Yolanda,,Donaustadt,48.23477,16.46091,Entire home/apt,34,1,3,2019-10-29,0.09,1,0,0,
38112825,"Fleischmark appart, Stephansdom near",268436338,Michael,,Innere Stadt,48.21041,16.37844,Entire home/apt,10,1,1,2019-11-05,0.03,2,0,0,
38382594,Vienna Residence | Beautiful business apartment in best location near Belvedere. Park and many restaurants nearby. #2441,15935294,Vienna Residence GmbH,,Landstra§e,48.19748,16.38443,Entire home/apt,102,1,0,,,81,340,0,
38115959,SKY9 Two-Bedroom Penthouse Apartment with terrace,1493785,Mike,,Margareten,48.1814,16.35837,Entire home/apt,111,30,1,2019-12-17,0.03,17,299,0,
38383141,Vienna Residence | Modern apartment with a lot of space and direct view of the Naschmarkt #6318,15935294,Vienna Residence GmbH,,Wieden,48.19809,16.3664,Entire home/apt,153,1,3,2019-12-25,0.09,81,304,0,
37612087,rooftop pool and 50 square meter private terrace,22964107,Daniel,,Margareten,48.18523,16.35507,Private room,35,2,0,,,1,0,0,
37618447,Little Paris in Vienna,7735012,Paul,,Alsergrund,48.2221,16.36637,Private room,50,1,6,2020-03-10,0.18,1,0,0,
38121279,Dachterrassentraum direkt am Augarten-Aircondition,889194,Ortrun,,Leopoldstadt,48.22568,16.38227,Entire home/apt,149,2,3,2019-12-15,0.09,2,3,0,
38383601,Vienna Residence | Stylish and modern apartment in the city center of Vienna close to Vienna City Park #2534,15935294,Vienna Residence GmbH,,Landstra§e,48.19935,16.38292,Entire home/apt,98,1,0,,,81,336,0,
38125116,TOP LOCATION 1100 WIEN,288053206,Harun,,Favoriten,48.16841,16.36572,Private room,21,1,1,2019-10-04,0.03,1,0,0,
38393194,Elegant apartment - centrally located,281777117,Karin,,Margareten,48.18532,16.36116,Entire home/apt,75,2,27,2022-03-27,0.82,2,112,9,
37626451,Zeus ※ Design Apartment Vienna,66040140,Sascha & Marina,,Penzing,48.19857,16.30751,Entire home/apt,75,1,60,2022-05-25,1.82,33,335,19,
38130031,Come in and feel like home | Kärntnerstraße,289612303,Dejan,,Innere Stadt,48.20581,16.37156,Entire home/apt,110,2,52,2022-05-16,1.59,1,98,25,
37642445,Microhome near to Vienna Stadthalle MUST SEE *****,130172020,Azra,,Ottakring,48.20693,16.33025,Entire home/apt,59,2,53,2022-04-18,1.58,1,53,15,
37647452,Cozy room in a loft located in trendy district,247753807,Stefan,,Mariahilf,48.19701,16.35147,Private room,34,1,2,2019-09-02,0.06,1,0,0,
38394379,Exclusive Studio City Center,11687935,Raffael,,Innere Stadt,48.21054,16.3771,Entire home/apt,87,20,2,2021-12-11,0.23,22,258,2,
38159557,Cosy Naschmarkt Studio,124020062,Ron,,Margareten,48.1964,16.35953,Entire home/apt,88,2,42,2022-05-22,1.37,2,91,26,
38398451,Amazing apartment in Wien with 1 Bedrooms and WiFi,153915560,Novasol,,Landstra§e,48.21209,16.38806,Entire home/apt,94,28,1,2022-04-16,0.56,2,178,1,
37648147,"Cosy, quiet,  near center & nature, home office",105078737,Bianca,,Favoriten,48.16664,16.38086,Entire home/apt,47,30,9,2022-05-26,0.28,1,140,3,
38163294,Double room in cosy apartment next to Belvedere,230205077,Ali,,Landstra§e,48.192549711247004,16.389808658541543,Private room,40,1,27,2022-05-10,0.81,3,1,16,
37648238,Modern room near veterinary university and UNO,6730871,Mariella,,Donaustadt,48.24858,16.43076,Private room,32,1,16,2021-11-02,0.48,1,11,4,
37648294,Room to rent in Vienna:) long Term also possible,181345677,Ammar,,Simmering,48.17851,16.41123,Private room,25,1,23,2020-12-17,0.67,1,0,0,
38401036,Moderne trifft Tradition im Herzen Wiens,292523281,Mihai,,Wieden,48.19686,16.37464,Entire home/apt,160,2,29,2022-03-27,0.88,2,149,14,
38173287,Green Heart - Belvedere Palace  Apt,151869337,Vienna Invites,,Landstra§e,48.19323,16.39027,Entire home/apt,97,2,8,2022-05-27,0.25,32,269,4,
38404118,Apartment  Alina,134633584,Alina,,Wieden,48.19494,16.37334,Entire home/apt,125,2,32,2022-05-29,0.98,1,24,23,
38421010,"Live, Work & Enjoy: long term stay in Vienna",192806709,Kerstin & Manuel,,Wieden,48.19458,16.36239,Entire home/apt,112,7,7,2022-05-16,0.86,2,89,7,
38421501,Smarthome Zimmer an der Donau,292797289,Stefan,,Leopoldstadt,48.23307,16.3968,Private room,40,1,0,,,1,0,0,
37650367,Family-Shared: Kleingartenhaus im Prater,45344575,Daniel,,Leopoldstadt,48.19037,16.42672,Private room,70,1,7,2020-01-02,0.22,1,178,0,
38174776,Lovely flat with 2 balconies,14119449,Conny,,Landstra§e,48.20037,16.40277,Entire home/apt,100,2,3,2020-01-05,0.10,3,0,0,
37652569,"DGWohnung Klimaanlage, Weitsicht guterVerbindung.",284496002,Natalie,,Rudolfsheim-Fnfhaus,48.19299,16.32781,Entire home/apt,95,2,1,2019-09-30,0.03,1,0,0,
37655253,Stay in THE FLAT from the designer of Ulala-Vienna,20682531,Ulrike,,Meidling,48.17911,16.33199,Entire home/apt,60,2,2,2020-07-29,0.09,1,0,0,
38426098,Bella Rooms,292849225,Kristóf,,Leopoldstadt,48.22236,16.38618,Entire home/apt,79,1,2,2019-09-20,0.06,1,0,0,
38175481,"Haus ""Johnstrasse"" - Wohnung 18",252955210,Victor,,Rudolfsheim-Fnfhaus,48.19908,16.32223,Entire home/apt,38,4,47,2022-06-05,1.47,13,40,27,
38428887,Schönbrunn (18): 2 Zimmer Apartment mit Terrasse,270804594,Daniel F.,,Meidling,48.17351,16.32041,Entire home/apt,64,1,76,2022-05-24,2.70,17,343,43,
38429111,The Flats Apartments - Naschmarkt (1BR),157500977,The Flats,,Mariahilf,48.19699,16.35512,Entire home/apt,110,3,23,2022-04-22,0.69,13,52,16,
37656286,Vienna Exclusive Apartment (2 Zimmer),284145826,Agnieszka,,Ottakring,48.20955,16.33082,Entire home/apt,94,1,12,2021-11-07,0.36,1,309,9,
38175718,Cozy City Center Apartment,62520096,Sarah & Christopher,,Leopoldstadt,48.21848,16.39883,Entire home/apt,81,3,20,2022-06-04,5.22,1,261,20,
37666701,Comfortable apartment with 2 boxspring beds,115894652,Johann,,Favoriten,48.16945,16.36732,Entire home/apt,62,2,25,2022-05-29,0.74,2,195,8,
38430171,Quiet 83qm Mahagoni Lux Apartment near center,292895270,Deki,,Meidling,48.17892,16.34539,Entire home/apt,110,30,8,2019-10-17,0.24,2,0,0,
38176382,Beautiful Apartment next to Metro & City-Center,177705901,Joe,,Favoriten,48.1727,16.38341,Entire home/apt,54,2,41,2022-06-06,1.28,2,3,12,
37667064,1 Bedroom apartment in the center of Vienna,130475580,Markus,,Leopoldstadt,48.21762,16.38168,Entire home/apt,72,3,79,2022-06-06,2.36,6,216,39,
38176400,Simple room next to Belvedere,230205077,Ali,,Landstra§e,48.192895072361644,16.38821572525771,Private room,31,2,43,2022-06-05,1.28,3,3,22,
37667623,1 Bedroom apartment in the center of Vienna,130475580,Markus,,Leopoldstadt,48.21877,16.38253,Entire home/apt,73,3,36,2022-06-04,1.08,6,200,18,
38187856,Charming City Apartment,88766762,Lucy,,Mariahilf,48.19952,16.36273,Entire home/apt,68,3,5,2019-11-03,0.15,1,0,0,
37680942,Sweet&cosy Home between Nestroyplatz&Praterstern,46787084,Lina,,Leopoldstadt,48.2172,16.38803,Entire home/apt,35,1,39,2020-03-13,1.14,1,0,0,
38442436,Beautiful City Apartment,90168900,Natascha,,Rudolfsheim-Fnfhaus,48.20361,16.33509,Entire home/apt,120,5,0,,,1,66,0,
38197532,Sweet central app incl garage! Rathaus 5min walk!,7096158,Caroline,,Josefstadt,48.20943,16.35257,Entire home/apt,65,4,14,2020-07-06,0.42,1,0,0,
38442581,Brand NEW---- one room in two room Apartment.,106908358,Wojtek,,Donaustadt,48.2265,16.45858,Private room,26,30,0,,,2,227,0,
38446516,Noble apartment in Central Vienna,30696119,Angelika,,Josefstadt,48.20671,16.35046,Entire home/apt,49,31,7,2022-04-15,0.22,1,26,1,
38450427,Vienna's Nº1  water - a beauty at perfect location,293110588,Vesna,,Landstra§e,48.20034,16.40091,Entire home/apt,76,1,185,2022-06-03,5.57,2,220,102,
37698458,Privatzimmer für 3 Personen,258773935,Andreas,,Neubau,48.20383,16.34605,Private room,52,1,41,2022-06-06,1.21,7,353,29,
37698756,Apartment für bis zu 8 Personen,258773935,Andreas,,Neubau,48.20357,16.34771,Private room,99,2,67,2022-06-04,1.98,7,284,22,
38713964,UNIVERSUM APARTMENT 2,5691795,Yanita,,Brigittenau,48.23543,16.38056,Entire home/apt,130,2,39,2022-03-14,1.18,5,185,9,
38208072,Bright room close to Hundert Wasser Haus,289436974,Severin,,Landstra§e,48.21315,16.38971,Private room,42,2,4,2019-09-15,0.12,1,0,0,
38716451,Grüner Streifen in Alsergrund,296027827,Sören,,Alsergrund,48.22832,16.35804,Private room,29,1,18,2020-08-01,0.54,1,0,0,
38451706,Vienna's Nº1 chestnut-a beauty at perfect location,293110588,Vesna,,Landstra§e,48.20128,16.39966,Entire home/apt,65,1,151,2022-06-05,4.54,2,271,85,
38221324,PrivatZimmer nähe Hauptbahnhof Wien 8 Euro/Person,276889722,Uma,,Favoriten,48.18085,16.36915,Private room,16,1,27,2020-03-01,0.81,4,0,0,
38718715,"Sunny designer flat, fully furnished 1090",2867289,Shawn,,Josefstadt,48.21432,16.34459,Entire home/apt,130,25,0,,,2,293,0,
38226482,Perfect location for your stay in Vienna,91083005,Benjamin,,Neubau,48.20529,16.33734,Private room,40,1,2,2019-09-14,0.06,1,0,0,
38721215,Top Wohnung Zentrum und Schönbrunn nah!,192109759,Anna,,Ottakring,48.20835,16.31883,Entire home/apt,100,1,17,2021-09-26,0.52,1,0,1,
38451889,Nice Apartment Close to City Center,293104680,Easy,,Wieden,48.19617,16.37075,Entire home/apt,169,2,54,2022-03-27,1.71,21,44,23,
38240023,Vienna waits for you for 4 persons.,101614640,Daniel - Interhome Group,,Margareten,48.18955,16.3607,Entire home/apt,15,1,4,2022-05-29,0.15,15,325,3,
38246796,Vienna Gold Apartment 4P,10224269,Bernd,,Rudolfsheim-Fnfhaus,48.19696,16.33113,Entire home/apt,100,1,1,2020-01-06,0.03,3,309,0,
38453326,Zimmer zentral gelegen,85357422,Katharina,,Landstra§e,48.19087,16.3859,Private room,65,2,5,2019-12-15,0.16,1,0,0,
38721618,Standard Double Room,295172750,Maximilian,,Donaustadt,48.24647,16.44239,Private room,63,1,1,2021-09-16,0.11,6,126,1,
38721686,Deluxe King Room,295172750,Maximilian,,Donaustadt,48.24722,16.44096,Private room,75,1,9,2022-05-28,1.70,6,355,9,
38248707,Lightfilled architects‘ Penthouse with a View,785436,Jana,,Meidling,48.1795,16.33717,Entire home/apt,85,1,1,2020-01-02,0.03,1,0,0,
38725094,Leuhusen Purpur Apartment Vienna,30158835,Margaretha,,Leopoldstadt,48.21713,16.38775,Entire home/apt,95,1,13,2022-05-12,1.30,7,319,13,
38454279,Wer mochte wohnen fast in Natur und doch in Wien!,52422217,Daniel,,Simmering,48.1618,16.47916,Entire home/apt,61,2,7,2022-04-18,0.23,1,349,5,
38473141,Classy Lodging Vienna 11B 2P,120139322,Sascha,,Simmering,48.16781,16.42506,Entire home/apt,319,1,0,,,11,131,0,
38249236,Central Park Studio Apartment,12075332,Anna,,Landstra§e,48.19817,16.38197,Entire home/apt,40,7,2,2019-11-02,0.06,1,0,0,
38473649,"Classy Lodging Vienna 11B, 4PWZ",120139322,Sascha,,Simmering,48.16946,16.42447,Entire home/apt,244,1,1,2019-10-20,0.03,11,131,0,
38473884,Classy Lodging Vienna 11B 4PWZSZ,120139322,Sascha,,Simmering,48.16951,16.42633,Entire home/apt,244,1,1,2019-11-30,0.03,11,131,0,
38474060,"Classy Lodging Vienna 11B, 4P EB",120139322,Sascha,,Simmering,48.16835,16.42649,Entire home/apt,251,1,0,,,11,131,0,
38726927,Gemütliches Zimmer (12 sqm) in bester Lage,177151716,Peter,,Dbling,48.23497,16.34908,Private room,24,1,3,2019-12-29,0.10,1,0,0,
38256428,Bright&Cozy Apartment next Schönbrunn,22444308,Matthias & Rachid,,Rudolfsheim-Fnfhaus,48.19031,16.32367,Entire home/apt,65,3,13,2022-01-02,0.39,1,206,6,
38727473,Studio apartment in the beautiful Vienna,295588527,Sofiya,,Simmering,48.18291,16.41559,Entire home/apt,25,1,3,2019-09-27,0.09,1,0,0,
38727923,"Bright, cozy, central and cute studio in Vienna",192836015,Shay,,Leopoldstadt,48.21871,16.38044,Entire home/apt,100,1,65,2022-06-03,1.97,10,46,30,
38474252,"Classy Lodging Vienna 11B, 6P",120139322,Sascha,,Simmering,48.16791,16.42568,Entire home/apt,319,1,0,,,11,131,0,
38474789,"Classy Lodging Vienna 11B, 6P EB",120139322,Sascha,,Simmering,48.16797,16.4255,Entire home/apt,319,1,1,2019-10-09,0.03,11,131,0,
38256668,Apartment close to Schönbrunn,40619154,David,,Penzing,48.19547,16.2866,Entire home/apt,45,2,5,2019-09-28,0.15,1,0,0,
38747031,Spacious And Cozy Appartment Near The Center,33661758,Jan,,Wieden,48.19555,16.36283,Entire home/apt,67,2,4,2019-12-01,0.12,1,0,0,
38261306,14 C&J's apartments,151419549,Jakob,,Ottakring,48.20966,16.32902,Entire home/apt,56,1,67,2022-04-03,2.02,2,39,20,
38765127,CheckVienna - Landgutgasse 1-bedroom,2816192,Martin,,Favoriten,48.18003,16.37774,Entire home/apt,131,2,153,2022-04-22,4.64,95,169,54,
38765801,checkVIENNA - Erdberg Rooftop Studio,2816192,Martin,,Landstra§e,48.20033,16.39409,Entire home/apt,124,2,91,2022-05-19,2.78,95,171,26,
38766125,checkVIENNA - Erdberg Rooftop Family,2816192,Martin,,Landstra§e,48.20048,16.39616,Entire home/apt,195,2,53,2022-05-22,1.62,95,129,27,
38476001,6-bett Appartement,200084869,Franz,,Mariahilf,48.19457,16.33948,Entire home/apt,80,2,14,2022-04-20,0.43,4,43,5,
38276135,Cosy and bright Apartment,159552682,Nilia,,Favoriten,48.17331,16.36974,Entire home/apt,51,2,3,2020-09-30,0.09,1,162,0,
38477463,Fabulous apartment to stay,293348022,Fatih,,Rudolfsheim-Fnfhaus,48.18981,16.33706,Entire home/apt,250,1,1,2019-09-12,0.03,1,364,0,
38280760,Traum-Altbauwohnung Schönbrunn,18484643,Valérie,,Penzing,48.19048,16.30479,Entire home/apt,72,2,2,2020-01-01,0.06,1,0,0,
38483740,Lovely room in Vienna,76528739,Öznur,,Margareten,48.188,16.35254,Private room,45,1,0,,,1,176,0,
38767473,Central Apartment Room In Lovely Old House - Axel,3015701,Chuck,,Alsergrund,48.21574,16.35494,Private room,35,1,6,2020-02-23,0.18,2,0,0,
38300910,Belvedere in 13 min. zu Fuß zu erreichen!,102603870,Dejan,,Landstra§e,48.18833,16.38954,Entire home/apt,35,1,39,2022-04-03,1.17,1,0,14,
38498019,MODERNES FLAIR Nähe Zentrum,13806220,Zita,,Leopoldstadt,48.2293,16.39378,Entire home/apt,31,18,0,,,1,10,0,
38305121,Penthouse Kohlmarkt,8632750,Andreas,,Innere Stadt,48.20993,16.36873,Entire home/apt,534,2,16,2022-05-15,0.49,74,311,10,
38779115,"Cozy, new and stylish, 15 minutes to the center",296571872,Felix,,Ottakring,48.20707,16.32412,Entire home/apt,68,3,34,2022-03-21,1.04,1,281,8,
39246966,Low cost room/self serving,124877984,Sergiu,,Margareten,48.18362,16.3651,Private room,15,4,3,2019-12-24,0.10,7,0,0,
38786141,Stylische Wohnung - im Herzen von Wien,240679877,Viviane,,Wieden,48.18961,16.36729,Entire home/apt,61,2,0,,,1,0,0,
39247840,Modern penthouse panoramic views of Vienna skyline,301214890,Joachim,,Floridsdorf,48.24648,16.40207,Entire home/apt,60,1,20,2020-02-27,0.62,1,0,0,
38791421,Central Apartment Room In Lovely Old House - Chuck,3015701,Chuck,,Alsergrund,48.21557,16.35504,Private room,38,1,2,2020-02-29,0.06,2,0,0,
38795770,Singlezimmer Appartement,102957524,Albert,,Ottakring,48.20999,16.32771,Entire home/apt,19,6,1,2019-09-23,0.03,4,64,0,
38502607,Wir sind die Guten! Cozy Room in Citycenter :),332664274,Kilian,,Alsergrund,48.2257,16.366,Private room,19,5,6,2020-09-01,0.18,1,0,0,
39250647,Schönbrunn (15): Sonniges 2-Zimmer Apartment,270804594,Daniel F.,,Meidling,48.17337,16.31875,Entire home/apt,45,1,58,2022-02-08,1.84,17,219,20,
38505990,"Haus ""Johnstrasse"" - Wohnung 11",252955210,Victor,,Rudolfsheim-Fnfhaus,48.19908,16.32223,Entire home/apt,38,4,51,2022-06-04,1.71,13,46,28,
38506228,Superior Apartment near Stadtpark - Apt 2,1547126,Anna & Vladan,,Landstra§e,48.20313,16.38592,Entire home/apt,166,1,15,2022-05-22,0.49,38,295,12,
38802810,Cheap working space,296834448,Ana,,Landstra§e,48.1915,16.40542,Entire home/apt,12,2,3,2020-01-01,0.09,1,0,0,
39251026,Retro Apartment in the city center.,301309133,Viktor,,Leopoldstadt,48.2181,16.38345,Entire home/apt,98,1,62,2022-05-28,1.93,2,153,11,
38810501,"Apt.-Combo: Big group, big space! Stylish & cosy!",127214881,Laura,,Mariahilf,48.19316,16.34973,Entire home/apt,268,3,8,2022-05-29,0.29,5,236,6,
39264084,TOP - ein Kleinod mit allem Drum und Dran,301437925,Sonja,,Meidling,48.18389,16.33756,Entire home/apt,50,1,4,2019-12-30,0.13,1,0,0,
38820016,Auszeit (Timeout)-Vienna - Wellness Apartment,110148255,Michael,,Favoriten,48.13711,16.40507,Entire home/apt,91,1,40,2022-05-22,1.28,1,277,9,
38509623,Exklusives Apartment  am Parkring,293673407,Lisa,,Innere Stadt,48.20489,16.37682,Entire home/apt,509,3,3,2021-09-13,0.15,1,62,1,
39269501,Urban city flat with cosy interior,104790811,Maxi,,Landstra§e,48.19566,16.4098,Entire home/apt,82,2,36,2022-03-27,1.14,10,353,21,
39271955,A smart en-suite room in Vienna's Embassy Quarter,228976137,Adrian,,Landstra§e,48.19883,16.38314,Private room,60,4,5,2022-05-30,0.16,2,344,1,
38833938,Cosy 1BR in Central Location,404652017,Ali,,Landstra§e,48.19532,16.38779,Entire home/apt,116,1,127,2022-05-22,3.95,139,155,59,
39272770,Schönbrunn (10): Trendiges Apartment bei Gloriette,270804594,Daniel F.,,Meidling,48.17137,16.31992,Entire home/apt,45,1,41,2022-05-16,1.30,17,322,21,
38839581,Perfect location for every direktion...,235632644,Mladen,,Rudolfsheim-Fnfhaus,48.20344,16.335,Entire home/apt,52,1,30,2020-03-07,0.92,1,0,0,
38513985,"Best Location, chic 90 m2 Aptm., 2 Bedr., 3 Ppl.",13371428,Phil,,Neubau,48.2013,16.35962,Entire home/apt,90,25,10,2020-01-03,0.30,1,36,0,
39274170,Sunny flat near City center,104790811,Maxi,,Margareten,48.18941,16.35177,Entire home/apt,96,2,38,2022-05-22,1.18,10,344,22,
38514309,bright and quiet apartment in the center of vienna,286127034,Hatschepsut,,Margareten,48.19119,16.35609,Entire home/apt,70,3,1,2019-10-06,0.03,1,0,0,
39287298,Large apartment near city center,73931979,Samir,,Ottakring,48.21228,16.33326,Entire home/apt,45,3,56,2022-06-01,1.76,1,89,30,
38518367,Cozy City Apartment next to Belvedere Castle,293750183,Lenka,,Landstra§e,48.18775,16.38525,Entire home/apt,71,2,109,2022-05-29,3.33,1,102,41,
38860733,Top 11! Cozy & Modern *Self-check-in* Apartment,297555397,Michael,,Favoriten,48.17633,16.35577,Entire home/apt,33,3,44,2022-06-01,1.35,5,35,29,
38864022,12! Ab nach Wien! Neues Apartment -  zentrumsnah,297555397,Michael,,Favoriten,48.17774,16.3579,Entire home/apt,27,4,36,2022-05-15,1.11,5,41,26,
39296411,Schönbrunn (17): Stylische 2-Zimmer Wohnung,270804594,Daniel F.,,Meidling,48.17174,16.32005,Entire home/apt,42,1,77,2022-05-12,2.44,17,314,34,
38519333,Happy room 20 minutes from the center,125745682,Ekaterina,,Rudolfsheim-Fnfhaus,48.19164,16.33596,Private room,25,1,5,2019-10-02,0.15,1,0,0,
39296585,Schönbrunn (11): Exklusive 2-Personen Wohnung,270804594,Daniel F.,,Meidling,48.1736,16.32048,Entire home/apt,39,1,69,2022-05-23,2.19,17,322,34,
39296726,Schönbrunn (13): City-Apartment nahe Gloriette,270804594,Daniel F.,,Meidling,48.17171,16.32035,Entire home/apt,44,1,68,2022-05-23,2.15,17,327,30,
38865295,CHARMING APARTMENT IN VIENNA,297590597,Alexander,,Landstra§e,48.1917,16.39467,Entire home/apt,75,2,4,2020-03-13,0.12,1,157,0,
39308816,"Apartment for 5, near Brunnenmarkt/Yppenplatz",9403216,Josef,,Ottakring,48.21401,16.33354,Entire home/apt,127,3,15,2022-03-11,0.50,33,255,11,
38865941,"13A! Über den Dächern Wiens, 20 Min. zum Zentrum",297555397,Michael,,Favoriten,48.17725,16.35577,Entire home/apt,22,4,70,2022-05-26,2.15,5,42,39,
38529091,Sissis Gartenhaus: Abstand-Grünruhelage-Carport,293869971,Alexander,,Hietzing,48.16447,16.26583,Entire home/apt,80,2,16,2022-05-27,0.49,1,189,5,
39312046,Cozy central Rooftop Apartment,9772813,Naama Isabelle,,Alsergrund,48.22624,16.35561,Entire home/apt,60,2,5,2022-03-14,0.16,2,113,3,
38535395,Rooftop Loft Beethoven in Cottage Area Vienna,540246,Christian,,Whring,48.22378,16.33748,Entire home/apt,119,1,6,2022-04-30,0.20,8,225,3,
38536833,Zentral gelegene Ruhe Oase,293927512,Xenia,,Wieden,48.19126,16.37152,Private room,34,1,41,2022-05-30,1.24,1,0,5,
38866501,"13B! Modern and charming Apartment, Self Check-In",297555397,Michael,,Favoriten,48.17787,16.35637,Entire home/apt,26,4,36,2022-05-31,1.11,5,30,21,
38867431,13C! Fine restored - SELF CHECK-IN-close to centre,297555397,Michael,,Favoriten,48.17672,16.35791,Entire home/apt,28,4,35,2022-05-28,1.08,5,40,24,
38868317,13 min. to the center # absolute quiet location,4042594,Wiltrud,,Simmering,48.1778,16.40931,Private room,26,7,9,2022-04-30,0.28,12,61,1,
39328947,Zimmer im 9. Bezirk in Wien,9068717,Isabel,,Alsergrund,48.22802,16.35611,Private room,46,1,0,,,1,0,0,
38549353,Super cozy flat close to downtown and Danube canal,3957106,Georgiana,,Brigittenau,48.22766,16.36892,Entire home/apt,89,1,12,2020-01-04,0.36,1,0,0,
39333018,Exclusive apartment in calm area near city center,29916176,Philipp,,Liesing,48.13649,16.32302,Entire home/apt,48,2,31,2022-05-26,0.98,11,62,9,
38564896,TOP 5! Schönes großes Apartment,233481899,ACD Immobilien,,Favoriten,48.17594,16.3557,Entire home/apt,31,4,22,2022-05-05,0.70,5,64,13,
38890534,CENTRAL LIVING in Vienna's Arts & Crafts District,232487535,Andrea,,Neubau,48.201927,16.350403,Entire home/apt,68,3,22,2022-05-31,0.72,1,0,13,
39334198,Apartment NUMBER 4 - Квартира рядом с центром,228015119,Tatjana,,Whring,48.22186,16.33664,Entire home/apt,70,2,4,2020-01-25,0.13,4,94,0,
38898362,"small apartment, close to subway, quiet courtyard",9403216,Josef,,Rudolfsheim-Fnfhaus,48.18958,16.3349,Entire home/apt,52,14,17,2022-02-19,0.57,33,283,11,
39335060,"Cozy 2BR, 5min to Belvedere Palace,close to center",172522224,Maureen & Mike,,Landstra§e,48.19001,16.38497,Entire home/apt,80,2,17,2020-08-22,0.55,1,0,0,
38900970,"Helles Zimmer, ruhige Lage in belebtem Viertel",272425592,Michaela,,Ottakring,48.20972,16.33131,Private room,150,1,1,2020-04-06,0.04,1,0,0,
38569553,lage,294287488,Nikolaus,,Josefstadt,48.20789,16.352,Private room,2500,3,3,2019-11-10,0.09,1,87,0,
39335621,Beautiful & cozy room near the city center,90317982,Susi,,Alsergrund,48.22609,16.36546,Private room,79,1,18,2021-09-29,0.57,1,0,4,
38903930,Shimmering Blue | By Radiant Apartments,238860340,Alexander,,Rudolfsheim-Fnfhaus,48.1914,16.33351,Entire home/apt,68,1,10,2022-04-20,0.32,7,165,3,
39338020,2 bedroom family friendly 100m2 apt at shopping st,43713848,Zsolt,,Neubau,48.20154,16.35424,Entire home/apt,123,3,6,2022-04-24,1.65,1,156,6,
38578722,Brand new charming appartmet near Augarten & city,192836015,Shay,,Leopoldstadt,48.22033,16.38056,Entire home/apt,122,1,24,2022-01-12,0.74,10,30,2,
38578762,Brand new luxury 2 bedroom apartment near Augarten,192836015,Shay,,Leopoldstadt,48.21892,16.38014,Entire home/apt,106,1,28,2022-06-02,0.85,10,9,13,
39353095,Cozy&Central Hundertwasser flat with NETFLIX,302177942,Dragi,,Landstra§e,48.20497,16.39443,Entire home/apt,72,2,56,2022-05-17,1.75,2,103,24,
38591594,Gemütliches Apartment mit Garten und Terrasse,183137520,Guestia,,Landstra§e,48.19255,16.40298,Entire home/apt,115,2,15,2021-11-12,0.46,2,0,4,
38926182,Entire  Apartment 13 Minutes to the City Center,298130119,Felicitas,,Hernals,48.21956,16.3333,Entire home/apt,45,4,25,2022-06-04,0.83,2,4,12,
39359343,Industrial Design Home Vienna,66040140,Sascha & Marina,,Favoriten,48.17801,16.36672,Entire home/apt,67,1,36,2022-06-06,1.14,33,339,16,
38929150,Spacious City Apartment near Schönbrunn,19664436,Sabine Und Bernd,,Meidling,48.16916,16.30573,Entire home/apt,130,2,26,2022-04-02,0.82,4,43,6,
38951105,"Schönbrunn Palace District, Suite with Bathroom wc",297830081,Bruno,,Meidling,48.18443,16.31984,Private room,35,1,159,2022-06-05,4.91,2,113,97,
38592526,"new, central & quiet apartment, 99m2",151518570,Michi,,Margareten,48.19061,16.35818,Entire home/apt,96,7,0,,,1,65,0,
38594770,Romantic flat by Stephan’s cathedral,55897502,Pierre-Julien,,Innere Stadt,48.20478,16.37456,Entire home/apt,100,3,6,2021-08-25,0.20,1,0,2,
39364034,"Zentral, geräumig und serviced Apartments in Wien",302301988,HiLight Suites,,Landstra§e,48.20141,16.38034,Private room,159,3,3,2021-10-31,0.29,2,360,3,
38612704,Top 6! Nice apartment - 20 min to the city center,294838418,Caaldo,,Favoriten,48.17605,16.35635,Entire home/apt,28,4,33,2022-05-27,1.01,5,127,13,
38613417,Top 7! Sweet new and cozy apartment-self check in!,294838418,Caaldo,,Favoriten,48.17598,16.35567,Entire home/apt,27,4,31,2022-05-20,1.01,5,112,24,
38954520,"Your private stay in Vienna, with U-Bahn metro.",228542375,Ludmila,,Penzing,48.19927,16.2592,Private room,39,2,3,2019-12-10,0.10,2,0,0,
39376180,Rosi Gelb: Exklusiv möblierte Neubauwohnung,302458787,Nathalie,,Ottakring,48.20977,16.30783,Entire home/apt,48,14,3,2021-01-07,0.14,2,310,0,
38956707,STEPHAN @ St. Stephan's Cathedral,298400865,Stephan,,Innere Stadt,48.20771,16.372198,Entire home/apt,515,1,97,2022-05-23,3.01,1,44,41,
38613791,Top8! A place to relax - apartment - new and cozy!,294838418,Caaldo,,Favoriten,48.17603,16.35623,Entire home/apt,26,3,54,2022-05-30,1.66,5,37,36,
39376192,Cute little Apartment,6553615,Diana,,Dbling,48.23243,16.35297,Entire home/apt,40,3,0,,,1,0,0,
39377716,Augarten Studio Apartment,302468422,Kornel,,Leopoldstadt,48.21941,16.38163,Entire home/apt,65,6,3,2019-12-11,0.10,1,87,0,
